pmid,title,journal,pub_date,impact,topic,subtopic,diabetes_subtype,study_type,board_relevant,is_new,is_archived
41842929,"Long-term outcomes in ovotesticular DSD: insights from a single-centre Indian cohort.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,Growth,"","",Observational/Cohort,0,0,0
41700350,"A novel CEP57 gene mutation in mosaic variegated aneuploidy syndrome 2: case report.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,Growth,"","",Other,0,0,0
41846236,"Volumetric MRI assessment of brain and pituitary structure in girls with central precocious puberty.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,Puberty,"","",Observational/Cohort,0,0,0
41842936,"The prevalence of autoimmune diseases in antibody negative type 1 diabetes mellitus.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,Diabetes,General,T1D,Other,0,0,0
41843922,"Association of MC4R rs17782313 and multi-locus genetic variants with metabolic syndrome in Northern Vietnamese children aged 6-11 years: an exploratory study.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",MODERATE,Diabetes,General,General,Observational/Cohort,0,0,0
42035782,"Freedom through technology: transforming management of type 2 diabetes.","The lancet. Diabetes & endocrinology","2026 Apr 23",LOW,Diabetes,General,T2D,Other,0,0,0
42045802,"Selective neuroanatomical alterations in children with growth hormone deficiency: a volumetric MRI analysis using automated segmentation.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 23",LOW,Growth,"","",Observational/Cohort,0,0,0
42025318,"The Landscape of Pediatric Differentiated Thyroid Carcinoma and Predictors of Invasive Disease: A CATC Study.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,Thyroid,"","",Observational/Cohort,0,0,0
41787735,"Long-acting growth hormone for treating growth hormone deficiency in children: a meta-analysis of randomized controlled trials focusing on changes in body mass index.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",HIGH,Growth,"","",Meta-analysis,1,0,0
41358924,"Adolescent ""Lean PCOS"" Is Characterized by Higher Insulin Resistance and Adverse Adipokine Profile.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,Diabetes,General,General,Observational/Cohort,0,0,0
41349002,"Impact of Growth-promoting Therapies on Puberty, Growth, and Final Height in Classical 21-hydroxylase Deficiency.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,Puberty,"","",Observational/Cohort,0,0,0
41329339,"Disordered Eating Behaviors During Adolescence and Risk of Polycystic Ovary Syndrome: A Prospective Cohort Study.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,PCOS,"","",Observational/Cohort,0,0,0
41288361,"Maternal Thyroid Hormone Imbalance and Risk of Autism Spectrum Disorder.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,Thyroid,"","",Observational/Cohort,0,0,0
41239863,"Growth Hormone Withdrawal in Mid-Puberty: No Impact on Near Adult Height in Adolescents With Transient Idiopathic GHD.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,Growth,"","","Prospective Study",0,0,0
41229307,"Reproductive Hormones During Minipuberty Suggest Subtle Testicular Impairments in Boys With Hypospadias.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,Diabetes,General,General,Observational/Cohort,0,0,0
41225718,"Delineating Pediatric Adrenocortical Tumors by GC-MS Urinary Steroid Metabolome Analysis: Observations From the MET Study.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",LOW,Adrenal,"","",Other,0,0,0
41186271,"Glucometabolic Control and Anti-Transglutaminase Antibodies at Celiac Disease Onset in Type 1 Diabetes Youth.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
41183501,"Gonadal Function and Its Evolution in 46,XX Testicular/Ovotesticular DSD.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,DSD,"","",Observational/Cohort,0,0,0
41172278,"Altered Glucagon Response to Oral Glucose in Individuals at Different Stages of Type 1 Diabetes Development.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",LOW,Diabetes,General,T1D,Cross-Sectional,0,0,0
41162339,"Increased Levels of the Vitamin D Metabolite Ratio Are Protective Against Progression From Islet Autoimmunity to T1D.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
41157964,"Effect of Vosoritide Therapy on IGF-I and Endogenous C-Type Natriuretic Peptide in Hypochondroplasia.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",LOW,Growth,"","",Other,0,0,0
42017812,"Life Course Cumulative BMI Burden From Childhood to Adulthood and Risk of Metabolic Multimorbidity: A 36-Year Prospective Cohort Study.","Diabetes care","2026 Apr 22",MODERATE,Diabetes,General,General,Observational/Cohort,0,0,0
41258701,"A Novel POR G88S Mutation Causes Severe PORD and Establishes a Critical Pharmacogenomic Risk Profile.","The Journal of clinical endocrinology and metabolism","2026 Apr 22",LOW,DSD,"","","Case Series",0,0,0
42011955,"A Comparative Assessment of Large Language Models in Congenital Hypothyroidism: Reliability, Quality and Readability.","Journal of clinical research in pediatric endocrinology","2026 Apr 21",LOW,Thyroid,"","",Other,0,0,0
42012235,"Clinical features and GH response in 25 children with duplications in the SHOX region.","European journal of endocrinology","2026 Apr 21",MODERATE,Growth,"","",Registry/Database,0,0,0
42013231,"Diagnosis of Growth Hormone Deficiency in Children: Comparative Performance of Arginine Versus Glucagon as the First Stimulation Test.","Clinical endocrinology","2026 Apr 21",MODERATE,Growth,"","",Observational/Cohort,0,0,0
42034966,"Comment on ""Exploratory real-world experience with glucagon-like peptide 1 receptor agonists vs. metformin in youth with new-onset type 2 diabetes: a single-center retrospective study"".","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 21",LOW,Diabetes,General,T2D,Observational/Cohort,0,0,0
42035284,"Response to comment on ""Exploratory real-world experience with GLP-1 receptor agonists vs. metformin in youth with new-onset type 2 diabetes: a single-center retrospective study"".","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 21",LOW,Diabetes,General,T2D,Observational/Cohort,0,0,0
42010026,"Pathophysiology, diagnosis and management of secondary osteoporosis.","Nature reviews. Endocrinology","2026 Apr 20",HIGH,Bone/Calcium,"","",Review,0,0,0
42026007,"A conceptual framework for modernising and right-sizing global diabetes care.","The lancet. Diabetes & endocrinology","2026 Apr 20",LOW,Diabetes,General,General,Other,0,0,0
41999619,"Polish recommendations for the early detection of type 1 diabetes in the pediatric population - position statement of the Polish Society of Pediatric Endocrinology and Diabetology and the Pediatric Section of the Diabetes Poland 2026.","Hormone research in paediatrics","2026 Apr 18",PRACTICE-ALTERING,Diabetes,General,T1D,Guideline/Consensus,1,0,0
41999617,"Diabetic Kidney Disease Screening and Management Practices Amongst North American Pediatric Endocrinologists Caring for Youth with Type 2 Diabetes.","Hormone research in paediatrics","2026 Apr 18",LOW,Diabetes,General,T2D,Survey/Questionnaire,0,0,0
41999616,"Early-Onset Monogenic Obesity Due to LEPR Deficiency: Fatal Outcome in childhood in the era of precision therapy.","Hormone research in paediatrics","2026 Apr 18",LOW,Obesity/Metabolic,"","",Other,0,0,0
41999618,"Glucagon-like peptide-1 receptor agonists (GLP1RA) in the management of mitochondrial diabetes in an adolescent: A Case Report.","Hormone research in paediatrics","2026 Apr 18",LOW,Diabetes,Technology,General,Other,0,0,0
42009016,"What REDEFINE 5 signals for obesity trials in Asia and beyond.","The lancet. Diabetes & endocrinology","2026 Apr 17",LOW,Obesity/Metabolic,"","",Other,0,0,0
42009015,"Efficacy and safety of co-administered cagrilintide and semaglutide versus semaglutide alone in adults with overweight or obesity with or without type 2 diabetes in Japan and Taiwan (REDEFINE 5): a multicentre, randomised, active-controlled, phase 3a trial.","The lancet. Diabetes & endocrinology","2026 Apr 17",MODERATE,Diabetes,General,T2D,Other,0,0,0
41988663,"Clinical and Genetic Characterization of Noonan Syndrome in a Colombian Pediatric Cohort.","Journal of clinical research in pediatric endocrinology","2026 Apr 16",LOW,Growth,"","",Observational/Cohort,0,0,0
41991772,"Precision medicine in low-income settings and small island developing states.","Nature reviews. Endocrinology","2026 Apr 16",HIGH,Genetics,"","",Review,0,0,0
41991771,"The effect of hypoglycaemia on neurodevelopment: insights from congenital hyperinsulinism.","Nature reviews. Endocrinology","2026 Apr 16",LOW,Hyperinsulinism,"","",Other,0,0,0
41999714,"Implications of microplastics as emerging endocrine disruptors.","The lancet. Diabetes & endocrinology","2026 Apr 15",LOW,"General Endocrinology","","",Letter/Correspondence,0,0,0
41986816,"Nature vs nurture of glucose homeostasis trajectories in children from the ALSPAC study.",Diabetologia,"2026 Apr 15",MODERATE,Diabetes,General,T2D,Other,0,0,0
41980002,"Natural History of the Hyperinsulinism Hyperammonemia Syndrome - A Retrospective Review Incorporating Patient-centered Data.","Hormone research in paediatrics","2026 Apr 14",LOW,Hyperinsulinism,"","",Observational/Cohort,0,0,0
41981815,"Continuous Glucose Monitoring in Insulin-Treated Type 2 Diabetes Mellitus in Sweden: A Scoping Review and Policy Landscape Analysis.","Diabetes technology & therapeutics","2026 Apr 14",MODERATE,Diabetes,Technology,T2D,Review,0,0,0
41978437,"A 13-Year-Old Girl with Congenital Hyperinsulinemic Hypoglycemia Due to an ABCC8 Mutation and Recent Onset of Diabetes Mellitus: A Case Report and Literature Review.","Journal of clinical research in pediatric endocrinology","2026 Apr 14",LOW,Hyperinsulinism,"","",Other,0,0,0
41981277,"NKX6.1 expression is linked to successful pancreatic islet transplantation.","Nature reviews. Endocrinology","2026 Apr 14",LOW,Diabetes,General,General,Other,0,0,0
41981276,"Causes of sarcopenia and frailty in people taking GLP1RAs.","Nature reviews. Endocrinology","2026 Apr 14",LOW,"General Endocrinology","","",Other,0,0,0
41981275,"Neurokinin receptor antagonists for vasomotor symptoms: from KNDy neurons to clinical translation.","Nature reviews. Endocrinology","2026 Apr 14",MODERATE,Other,"General Endocrinology","",Review,0,0,1
41979040,"Evaluation of male reproductive function after aromatase inhibitor treatment during adolescence: case series with literature review.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 14",LOW,Growth,"","",Observational/Cohort,0,0,0
41969133,"Effect of androgens on retinal microvasculature in prepubertal girls with isolated premature pubarche.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 14",LOW,Puberty,"","",Other,0,0,0
41979033,"Report on the 2nd Conference of the German Society for Paediatric and Adolescent Endocrinology and Diabetology (DGPAED) in Leipzig/Halle, Saale 2025.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 14",LOW,"General Endocrinology","","",Letter/Correspondence,0,0,0
41974972,"Human thyroid organoids: tools for understanding thyroid diseases and development.","Nature reviews. Endocrinology","2026 Apr 13",HIGH,Thyroid,"","",Review,0,0,0
42047515,"The clinical picture of symptomatic Rathke cleft cysts in children.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 13",LOW,Other,"General Endocrinology","",Other,0,0,1
41966075,"Endocrine and metabolic features of PTEN hamartoma tumor syndrome in childhood: a pediatric case series.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 13",LOW,Diabetes,General,General,"Case Series",0,0,0
41965132,"A novel multimorbidity: co-occurrence of neonatal diabetes mellitus and leukocyte adhesion deficiency type 1 in two siblings.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 13",LOW,Diabetes,General,MODY/Monogenic,Other,0,0,0
41973196,"Updates on paediatric MASLD: insights from an endocrine lens.",Diabetologia,"2026 Apr 13",HIGH,Diabetes,General,T2D,Review,0,0,0
41968498,"MiniMed™ 780G System Users Achieve Similar Glycemic Outcomes Regardless of Socioeconomic Disadvantage.","Diabetes technology & therapeutics","2026 Apr 12",LOW,Diabetes,Technology,General,"Real-World Study",0,0,0
41968580,"Sex- and Pubertal Stage-Specific Bone Microarchitecture and Strength in Adolescents With Type 1 Diabetes.","The Journal of clinical endocrinology and metabolism","2026 Apr 11",MODERATE,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41968405,"Letter to the Editor from Miller et al.: ""Long-Acting Growth Hormone for Treating Growth Hormone Deficiency in Children: A Meta-Analysis of Randomized Controlled Trials Focusing on Changes in Body Mass Index"".","The Journal of clinical endocrinology and metabolism","2026 Apr 11",HIGH,Growth,"","",Meta-analysis,1,0,0
41967490,"A Phase II Basket Trial of Vosoritide in Children with RASopathies, ACAN and NPR2 Deficiency.","The Journal of clinical endocrinology and metabolism","2026 Apr 10",MODERATE,Growth,"","","Prospective Study",0,0,0
41950159,"MKRN3 variants in central precocious puberty as an example of the complexity to classify missense variants in imprinted genes as pathogenic.","Hormone research in paediatrics","2026 Apr 08",LOW,Puberty,"","",Observational/Cohort,0,0,0
41950158,"Co-designing Peer Support Interventions for Adolescents with Type 1 Diabetes and their Caregivers: A novel integration of community-based participatory research and human-centred design thinking.","Hormone research in paediatrics","2026 Apr 08",LOW,Diabetes,General,T1D,Other,0,0,0
41965096,"Genetics of Familial Acromegaly and Pituitary Gigantism.","The Journal of clinical endocrinology and metabolism","2026 Apr 08",LOW,"General Endocrinology","","",Other,0,0,0
41964640,"Clinical picture of early infancy PTH resistance syndromes: is it time to improve diagnostic criteria?","The Journal of clinical endocrinology and metabolism","2026 Apr 08",MODERATE,Bone/Calcium,"","",Observational/Cohort,0,0,0
41952051,"Non-Classical Presentations of Rare Hereditary Hypoparathyroidism: A Case Series of CASR, GNA11 and GATA3 Mutations.","Clinical endocrinology","2026 Apr 08",LOW,Bone/Calcium,"","","Case Series",0,0,0
